message,category
Your Paytm recharge of ₹16959 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Paytm: Recharge reminder! Your plan expires on 20-Oct-25. Renew to stay connected.,Recharge Offers
Recharge ₹7660 and get 1GB extra data. Valid for 68 days. – Paytm,Recharge Offers
Recharge ₹11654 and get 2GB extra data. Valid for 30 days. – BSNL,Recharge Offers
Paytm: Recharge of ₹5055 successful. Validity till 24-Oct-25. Enjoy extra validity.,Recharge Offers
Vi: Recharge reminder! Your plan expires on 17-Oct-25. Renew to stay connected.,Recharge Offers
Recharge ₹12294 and get 1GB extra data. Valid for 16 days. – Airtel,Recharge Offers
Recharge ₹17640 and get 1GB extra data. Valid for 80 days. – BSNL,Recharge Offers
Jio Offer: Get 18% cashback on recharge above ₹166.,Recharge Offers
Vi: Recharge reminder! Your plan expires on 20-Oct-25. Renew to stay connected.,Recharge Offers
Jio: Recharge reminder! Your plan expires on 21-Oct-25. Renew to stay connected.,Recharge Offers
Your Airtel recharge of ₹6692 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Recharge ₹4495 and get 10GB extra data. Valid for 48 days. – Paytm,Recharge Offers
Recharge ₹15104 and get 10GB extra data. Valid for 50 days. – BSNL,Recharge Offers
Recharge ₹14553 and get 1GB extra data. Valid for 79 days. – Paytm,Recharge Offers
Recharge ₹1454 and get 2GB extra data. Valid for 11 days. – Jio,Recharge Offers
Recharge ₹13224 and get 5GB extra data. Valid for 87 days. – BSNL,Recharge Offers
Paytm Offer: Get 7% cashback on recharge above ₹175.,Recharge Offers
Recharge ₹12767 and get 1GB extra data. Valid for 32 days. – Airtel,Recharge Offers
Vi: Recharge of ₹1201 successful. Validity till 14-Oct-25. Enjoy free calls.,Recharge Offers
BSNL Offer: Get 10% cashback on recharge above ₹405.,Recharge Offers
Jio: Recharge of ₹6712 successful. Validity till 16-Oct-25. Enjoy free calls.,Recharge Offers
BSNL: Recharge reminder! Your plan expires on 13-Oct-25. Renew to stay connected.,Recharge Offers
Paytm: Recharge of ₹878 successful. Validity till 15-Oct-25. Enjoy free calls.,Recharge Offers
Paytm: Recharge of ₹11862 successful. Validity till 24-Oct-25. Enjoy free calls.,Recharge Offers
BSNL Offer: Get 18% cashback on recharge above ₹347.,Recharge Offers
Your BSNL recharge of ₹10594 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Recharge ₹19966 and get 10GB extra data. Valid for 80 days. – Paytm,Recharge Offers
Your Paytm recharge of ₹6051 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Paytm Offer: Get 19% cashback on recharge above ₹487.,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 21-Oct-25. Renew to stay connected.,Recharge Offers
Your Paytm recharge of ₹4822 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Paytm Offer: Get 21% cashback on recharge above ₹395.,Recharge Offers
Recharge ₹3622 and get 2GB extra data. Valid for 79 days. – Jio,Recharge Offers
Recharge ₹11102 and get 1GB extra data. Valid for 54 days. – Paytm,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 20-Oct-25. Renew to stay connected.,Recharge Offers
Jio: Recharge reminder! Your plan expires on 28-Oct-25. Renew to stay connected.,Recharge Offers
Recharge ₹12555 and get 1GB extra data. Valid for 31 days. – Airtel,Recharge Offers
Vi Offer: Get 14% cashback on recharge above ₹264.,Recharge Offers
Recharge ₹7128 and get 10GB extra data. Valid for 16 days. – Paytm,Recharge Offers
Jio Offer: Get 13% cashback on recharge above ₹482.,Recharge Offers
Your BSNL recharge of ₹7907 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Recharge ₹19075 and get 5GB extra data. Valid for 49 days. – Jio,Recharge Offers
Paytm Offer: Get 16% cashback on recharge above ₹117.,Recharge Offers
BSNL Offer: Get 15% cashback on recharge above ₹112.,Recharge Offers
Airtel: Recharge of ₹2552 successful. Validity till 15-Oct-25. Enjoy free calls.,Recharge Offers
Recharge ₹3316 and get 5GB extra data. Valid for 29 days. – Paytm,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 22-Oct-25. Renew to stay connected.,Recharge Offers
Your Vi recharge of ₹6422 failed. Amount will be refunded in 24 hrs.,Recharge Offers
BSNL Offer: Get 20% cashback on recharge above ₹396.,Recharge Offers
Airtel Offer: Get 25% cashback on recharge above ₹494.,Recharge Offers
Your Airtel recharge of ₹9964 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Vi: Recharge reminder! Your plan expires on 10-Oct-25. Renew to stay connected.,Recharge Offers
Airtel: Recharge of ₹15973 successful. Validity till 28-Oct-25. Enjoy extra validity.,Recharge Offers
BSNL: Recharge reminder! Your plan expires on 12-Oct-25. Renew to stay connected.,Recharge Offers
Airtel Offer: Get 8% cashback on recharge above ₹274.,Recharge Offers
Your Vi recharge of ₹15502 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Recharge ₹10983 and get 1GB extra data. Valid for 70 days. – Jio,Recharge Offers
Vi: Recharge reminder! Your plan expires on 18-Oct-25. Renew to stay connected.,Recharge Offers
BSNL: Recharge of ₹15413 successful. Validity till 15-Oct-25. Enjoy unlimited data.,Recharge Offers
Recharge ₹15068 and get 10GB extra data. Valid for 7 days. – Paytm,Recharge Offers
Your Paytm recharge of ₹10524 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Your Paytm recharge of ₹8296 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Airtel Offer: Get 25% cashback on recharge above ₹127.,Recharge Offers
Your BSNL recharge of ₹4676 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Jio: Recharge reminder! Your plan expires on 22-Oct-25. Renew to stay connected.,Recharge Offers
Recharge ₹661 and get 5GB extra data. Valid for 89 days. – BSNL,Recharge Offers
Jio: Recharge reminder! Your plan expires on 18-Oct-25. Renew to stay connected.,Recharge Offers
Vi: Recharge of ₹15224 successful. Validity till 21-Oct-25. Enjoy extra validity.,Recharge Offers
BSNL: Recharge of ₹15549 successful. Validity till 15-Oct-25. Enjoy extra validity.,Recharge Offers
Jio: Recharge of ₹9245 successful. Validity till 15-Oct-25. Enjoy extra validity.,Recharge Offers
Your Airtel recharge of ₹1161 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Recharge ₹13198 and get 1GB extra data. Valid for 67 days. – BSNL,Recharge Offers
Vi: Recharge reminder! Your plan expires on 12-Oct-25. Renew to stay connected.,Recharge Offers
Airtel Offer: Get 17% cashback on recharge above ₹259.,Recharge Offers
Your Jio recharge of ₹5128 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Vi: Recharge reminder! Your plan expires on 19-Oct-25. Renew to stay connected.,Recharge Offers
Paytm: Recharge reminder! Your plan expires on 14-Oct-25. Renew to stay connected.,Recharge Offers
BSNL Offer: Get 6% cashback on recharge above ₹188.,Recharge Offers
BSNL: Recharge reminder! Your plan expires on 21-Oct-25. Renew to stay connected.,Recharge Offers
Jio: Recharge reminder! Your plan expires on 24-Oct-25. Renew to stay connected.,Recharge Offers
Paytm: Recharge of ₹5641 successful. Validity till 24-Oct-25. Enjoy extra validity.,Recharge Offers
Your Paytm recharge of ₹17747 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Jio: Recharge reminder! Your plan expires on 22-Oct-25. Renew to stay connected.,Recharge Offers
Your Jio recharge of ₹6780 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Vi Offer: Get 23% cashback on recharge above ₹170.,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 21-Oct-25. Renew to stay connected.,Recharge Offers
Paytm Offer: Get 14% cashback on recharge above ₹214.,Recharge Offers
BSNL Offer: Get 24% cashback on recharge above ₹453.,Recharge Offers
Paytm: Recharge of ₹17732 successful. Validity till 24-Oct-25. Enjoy unlimited data.,Recharge Offers
Recharge ₹1471 and get 2GB extra data. Valid for 47 days. – Vi,Recharge Offers
Jio: Recharge of ₹6761 successful. Validity till 24-Oct-25. Enjoy extra validity.,Recharge Offers
Jio Offer: Get 8% cashback on recharge above ₹459.,Recharge Offers
BSNL Offer: Get 7% cashback on recharge above ₹189.,Recharge Offers
Recharge ₹17979 and get 5GB extra data. Valid for 54 days. – Paytm,Recharge Offers
Vi Offer: Get 17% cashback on recharge above ₹165.,Recharge Offers
Vi: Recharge of ₹6583 successful. Validity till 14-Oct-25. Enjoy unlimited data.,Recharge Offers
Airtel Offer: Get 7% cashback on recharge above ₹445.,Recharge Offers
Airtel Offer: Get 23% cashback on recharge above ₹332.,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 12-Oct-25. Renew to stay connected.,Recharge Offers
Recharge ₹658 and get 10GB extra data. Valid for 57 days. – Airtel,Recharge Offers
Jio: Recharge of ₹18822 successful. Validity till 17-Oct-25. Enjoy extra validity.,Recharge Offers
BSNL: Recharge of ₹923 successful. Validity till 20-Oct-25. Enjoy free calls.,Recharge Offers
Paytm: Recharge of ₹5944 successful. Validity till 10-Oct-25. Enjoy extra validity.,Recharge Offers
Paytm: Recharge of ₹19455 successful. Validity till 13-Oct-25. Enjoy unlimited data.,Recharge Offers
Recharge ₹17678 and get 5GB extra data. Valid for 30 days. – Paytm,Recharge Offers
Recharge ₹8365 and get 10GB extra data. Valid for 48 days. – Vi,Recharge Offers
Recharge ₹2102 and get 1GB extra data. Valid for 17 days. – Jio,Recharge Offers
BSNL: Recharge reminder! Your plan expires on 28-Oct-25. Renew to stay connected.,Recharge Offers
Paytm: Recharge reminder! Your plan expires on 19-Oct-25. Renew to stay connected.,Recharge Offers
Vi: Recharge reminder! Your plan expires on 20-Oct-25. Renew to stay connected.,Recharge Offers
Airtel: Recharge of ₹12829 successful. Validity till 18-Oct-25. Enjoy unlimited data.,Recharge Offers
Your Vi recharge of ₹15801 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Recharge ₹18715 and get 2GB extra data. Valid for 24 days. – Paytm,Recharge Offers
Jio: Recharge reminder! Your plan expires on 20-Oct-25. Renew to stay connected.,Recharge Offers
Your Airtel recharge of ₹577 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Paytm: Recharge reminder! Your plan expires on 14-Oct-25. Renew to stay connected.,Recharge Offers
Recharge ₹16965 and get 2GB extra data. Valid for 72 days. – Airtel,Recharge Offers
Recharge ₹5083 and get 10GB extra data. Valid for 42 days. – Vi,Recharge Offers
Jio: Recharge of ₹8541 successful. Validity till 28-Oct-25. Enjoy unlimited data.,Recharge Offers
BSNL Offer: Get 7% cashback on recharge above ₹195.,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 24-Oct-25. Renew to stay connected.,Recharge Offers
Paytm: Recharge of ₹12076 successful. Validity till 28-Oct-25. Enjoy free calls.,Recharge Offers
BSNL: Recharge of ₹4937 successful. Validity till 20-Oct-25. Enjoy free calls.,Recharge Offers
Jio Offer: Get 11% cashback on recharge above ₹321.,Recharge Offers
Recharge ₹1368 and get 2GB extra data. Valid for 42 days. – Vi,Recharge Offers
Your Jio recharge of ₹15194 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Your BSNL recharge of ₹139 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Airtel Offer: Get 20% cashback on recharge above ₹202.,Recharge Offers
Recharge ₹14825 and get 5GB extra data. Valid for 86 days. – Vi,Recharge Offers
Recharge ₹7078 and get 1GB extra data. Valid for 22 days. – Paytm,Recharge Offers
Recharge ₹16267 and get 1GB extra data. Valid for 53 days. – Airtel,Recharge Offers
Jio: Recharge reminder! Your plan expires on 24-Oct-25. Renew to stay connected.,Recharge Offers
Your BSNL recharge of ₹2720 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Recharge ₹16963 and get 1GB extra data. Valid for 67 days. – Paytm,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 15-Oct-25. Renew to stay connected.,Recharge Offers
Your Jio recharge of ₹12395 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Vi: Recharge of ₹19776 successful. Validity till 12-Oct-25. Enjoy extra validity.,Recharge Offers
Your Paytm recharge of ₹6341 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Jio: Recharge reminder! Your plan expires on 16-Oct-25. Renew to stay connected.,Recharge Offers
Paytm Offer: Get 24% cashback on recharge above ₹221.,Recharge Offers
BSNL: Recharge reminder! Your plan expires on 20-Oct-25. Renew to stay connected.,Recharge Offers
Recharge ₹130 and get 5GB extra data. Valid for 71 days. – BSNL,Recharge Offers
Vi: Recharge of ₹11491 successful. Validity till 12-Oct-25. Enjoy extra validity.,Recharge Offers
Recharge ₹12353 and get 1GB extra data. Valid for 13 days. – Airtel,Recharge Offers
Your Jio recharge of ₹4314 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Airtel: Recharge of ₹11313 successful. Validity till 18-Oct-25. Enjoy extra validity.,Recharge Offers
Paytm: Recharge of ₹9766 successful. Validity till 26-Oct-25. Enjoy extra validity.,Recharge Offers
BSNL Offer: Get 13% cashback on recharge above ₹445.,Recharge Offers
Recharge ₹949 and get 2GB extra data. Valid for 37 days. – Jio,Recharge Offers
Airtel: Recharge of ₹2645 successful. Validity till 26-Oct-25. Enjoy free calls.,Recharge Offers
Jio: Recharge of ₹15808 successful. Validity till 18-Oct-25. Enjoy unlimited data.,Recharge Offers
Your BSNL recharge of ₹2828 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Paytm Offer: Get 13% cashback on recharge above ₹267.,Recharge Offers
Paytm Offer: Get 24% cashback on recharge above ₹361.,Recharge Offers
Recharge ₹16823 and get 10GB extra data. Valid for 56 days. – Airtel,Recharge Offers
Airtel Offer: Get 23% cashback on recharge above ₹150.,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 21-Oct-25. Renew to stay connected.,Recharge Offers
Your BSNL recharge of ₹6284 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Airtel Offer: Get 12% cashback on recharge above ₹465.,Recharge Offers
Your Vi recharge of ₹7150 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Airtel Offer: Get 8% cashback on recharge above ₹154.,Recharge Offers
Paytm: Recharge reminder! Your plan expires on 13-Oct-25. Renew to stay connected.,Recharge Offers
Airtel: Recharge reminder! Your plan expires on 17-Oct-25. Renew to stay connected.,Recharge Offers
Vi: Recharge of ₹19692 successful. Validity till 10-Oct-25. Enjoy unlimited data.,Recharge Offers
Recharge ₹104 and get 2GB extra data. Valid for 19 days. – Vi,Recharge Offers
Vi: Recharge reminder! Your plan expires on 19-Oct-25. Renew to stay connected.,Recharge Offers
Paytm: Recharge of ₹16044 successful. Validity till 16-Oct-25. Enjoy extra validity.,Recharge Offers
Jio: Recharge of ₹7043 successful. Validity till 13-Oct-25. Enjoy unlimited data.,Recharge Offers
Jio Offer: Get 9% cashback on recharge above ₹363.,Recharge Offers
Recharge ₹13621 and get 5GB extra data. Valid for 85 days. – Jio,Recharge Offers
Your Jio recharge of ₹6677 failed. Amount will be refunded in 24 hrs.,Recharge Offers
BSNL: Recharge reminder! Your plan expires on 21-Oct-25. Renew to stay connected.,Recharge Offers
Vi: Recharge of ₹7467 successful. Validity till 27-Oct-25. Enjoy free calls.,Recharge Offers
Paytm Offer: Get 25% cashback on recharge above ₹336.,Recharge Offers
Jio Offer: Get 6% cashback on recharge above ₹209.,Recharge Offers
Recharge ₹10957 and get 10GB extra data. Valid for 24 days. – Vi,Recharge Offers
Jio Offer: Get 24% cashback on recharge above ₹209.,Recharge Offers
BSNL: Recharge of ₹18238 successful. Validity till 26-Oct-25. Enjoy free calls.,Recharge Offers
Your Paytm recharge of ₹19031 failed. Amount will be refunded in 24 hrs.,Recharge Offers
Paytm Offer: Get 11% cashback on recharge above ₹215.,Recharge Offers
Recharge ₹10345 and get 5GB extra data. Valid for 28 days. – BSNL,Recharge Offers
Jio: Recharge reminder! Your plan expires on 11-Oct-25. Renew to stay connected.,Recharge Offers
Paytm Offer: Get 7% cashback on recharge above ₹310.,Recharge Offers
Vi: Recharge of ₹13081 successful. Validity till 23-Oct-25. Enjoy free calls.,Recharge Offers
Recharge ₹12641 and get 1GB extra data. Valid for 69 days. – Airtel,Recharge Offers
BSNL: Recharge of ₹4630 successful. Validity till 20-Oct-25. Enjoy unlimited data.,Recharge Offers
